
Google  Inc.,Last: 2691,Change:  36.9201
"Date: February 26, 2022, 3:59 PM EST",Bid: 2686.5999,Ask: 2694.1902,Size: 1*1,"Volume: 635,649"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Jan 20 2023,GOOG230120C01520000,0,0,1209.7,1222.4,0,0.4279,0.9486,0.0001,3,1520.00,GOOG230120P01520000,18.1,0,19.5,21.8,0,0.4012,-0.0433,0.0001,21
Fri Jan 20 2023,GOOG230120C01525000,0,0,1205.1,1217.8,0,0.4272,0.9479,0.0001,2,1525.00,GOOG230120P01525000,18.4,0,19.8,22.2,0,0.4004,-0.0439,0.0001,58
Fri Jan 20 2023,GOOG230120C01530000,1213.5,0,1200.5,1213.2,0,0.4264,0.9473,0.0001,2,1530.00,GOOG230120P01530000,21.6,-2.05,20.1,22.5,1,0.4003,-0.0446,0.0001,4
Fri Jan 20 2023,GOOG230120C01535000,0,0,1195.9,1208.6,0,0.4257,0.9467,0.0001,1,1535.00,GOOG230120P01535000,0,0,20.4,22.8,0,0.3996,-0.0452,0.0001,0
Fri Jan 20 2023,GOOG230120C01540000,0,0,1191.3,1203.9,0,0.4249,0.946,0.0001,14,1540.00,GOOG230120P01540000,0,0,20.8,23.2,0,0.3989,-0.0458,0.0001,1
Fri Jan 20 2023,GOOG230120C01545000,0,0,1186.7,1199.3,0,0.4242,0.9454,0.0001,2,1545.00,GOOG230120P01545000,0,0,21.1,23.5,0,0.3985,-0.0466,0.0001,0
Fri Jan 20 2023,GOOG230120C01550000,0,0,1182.1,1194.7,0,0.4243,0.9444,0.0001,7,1550.00,GOOG230120P01550000,15.5,0,21.4,23.9,0,0.3979,-0.0472,0.0001,132
Fri Jan 20 2023,GOOG230120C01555000,0,0,1177.5,1190.1,0,0.4226,0.9441,0.0001,7,1555.00,GOOG230120P01555000,26,0,21.7,24.2,0,0.3974,-0.0478,0.0001,5
Fri Jan 20 2023,GOOG230120C01560000,0,0,1172.9,1185.5,0,0.4203,0.9439,0.0001,4,1560.00,GOOG230120P01560000,20.8,0,21.9,24.6,0,0.397,-0.0486,0.0001,11
Fri Jan 20 2023,GOOG230120C01565000,0,0,1168.3,1180.9,0,0.421,0.9428,0.0001,6,1565.00,GOOG230120P01565000,0,0,22.4,24.9,0,0.3962,-0.0492,0.0001,44
Fri Jan 20 2023,GOOG230120C01570000,1466.7,0,1163.7,1176.4,0,0.4204,0.942,0.0001,2,1570.00,GOOG230120P01570000,25,0,22.6,25.3,0,0.3957,-0.0499,0.0001,15
Fri Jan 20 2023,GOOG230120C01575000,1164.5,0,1159.2,1171.8,0,0.4197,0.9413,0.0001,4,1575.00,GOOG230120P01575000,0,0,23.1,25.6,0,0.3952,-0.0506,0.0001,7
Fri Jan 20 2023,GOOG230120C01580000,0,0,1154.6,1167.2,0,0.4189,0.9407,0.0001,5,1580.00,GOOG230120P01580000,0,0,23.5,26,0,0.3944,-0.0512,0.0001,7
Fri Jan 20 2023,GOOG230120C01585000,0,0,1150,1162.6,0,0.4182,0.9399,0.0001,2,1585.00,GOOG230120P01585000,0,0,23.6,26.4,0,0.394,-0.052,0.0001,1
Fri Jan 20 2023,GOOG230120C01590000,0,0,1145.5,1158,0,0.4174,0.9393,0.0001,3,1590.00,GOOG230120P01590000,0,0,24,26.8,0,0.3934,-0.0526,0.0001,11
Fri Jan 20 2023,GOOG230120C01595000,0,0,1140.9,1153.5,0,0.4167,0.9385,0.0001,2,1595.00,GOOG230120P01595000,37,0,24.4,27.2,0,0.3933,-0.0535,0.0001,41
Fri Jan 20 2023,GOOG230120C01600000,984.49,0,1136.3,1148.9,0,0.4144,0.9383,0.0001,94,1600.00,GOOG230120P01600000,32.1,0,24.9,27.5,0,0.3923,-0.0542,0.0001,93
Fri Jan 20 2023,GOOG230120C01610000,1398,0,1127.2,1139.8,0,0.4129,0.9369,0.0001,9,1610.00,GOOG230120P01610000,0,0,25.7,28.3,0,0.3912,-0.0557,0.0001,1
Fri Jan 20 2023,GOOG230120C01620000,0,0,1118.1,1130.7,0,0.4116,0.9354,0.0001,20,1620.00,GOOG230120P01620000,0,0,26.2,29.1,0,0.3903,-0.0572,0.0001,1
Fri Jan 20 2023,GOOG230120C01630000,0,0,1109.1,1121.6,0,0.4103,0.9338,0.0001,23,1630.00,GOOG230120P01630000,0,0,27,29.9,0,0.3892,-0.0587,0.0001,3
Fri Jan 20 2023,GOOG230120C01640000,0,0,1100,1112.5,0,0.4108,0.9316,0.0001,2,1640.00,GOOG230120P01640000,0,0,27.8,30.8,0,0.3881,-0.0603,0.0001,1
Fri Jan 20 2023,GOOG230120C01650000,0,0,1091,1103.4,0,0.4074,0.9307,0.0001,5,1650.00,GOOG230120P01650000,30.36,-3.04,28.6,31.6,1,0.3869,-0.0618,0.0001,29
Fri Jan 20 2023,GOOG230120C01660000,0,0,1081.9,1094.4,0,0.4074,0.9286,0.0001,1,1660.00,GOOG230120P01660000,0,0,29.4,32.5,0,0.3859,-0.0635,0.0001,24
Fri Jan 20 2023,GOOG230120C01670000,1083.4,0,1072.9,1085.4,0,0.4046,0.9275,0.0001,6,1670.00,GOOG230120P01670000,30,0,30.3,33.4,0,0.3849,-0.0651,0.0001,15
Fri Jan 20 2023,GOOG230120C01680000,0,0,1063.9,1076.4,0,0.4032,0.9259,0.0001,7,1680.00,GOOG230120P01680000,57,0,31.1,34.3,0,0.3836,-0.0668,0.0001,19
Fri Jan 20 2023,GOOG230120C01690000,0,0,1055,1067.4,0,0.402,0.9241,0.0001,4,1690.00,GOOG230120P01690000,30.6,0,32,35.2,0,0.3826,-0.0685,0.0001,7
Fri Jan 20 2023,GOOG230120C01700000,936.06,0,1046,1058.4,0,0.4005,0.9224,0.0001,55,1700.00,GOOG230120P01700000,40,0,32.9,36.1,0,0.3815,-0.0702,0.0001,68
Fri Jan 20 2023,GOOG230120C01710000,0,0,1037.1,1049.4,0,0.401,0.92,0.0001,4,1710.00,GOOG230120P01710000,29.61,0,33.8,37.1,0,0.3805,-0.072,0.0001,31
Fri Jan 20 2023,GOOG230120C01720000,1072.25,0,1028.2,1040.5,0,0.3979,0.9189,0.0001,5,1720.00,GOOG230120P01720000,56,0,34.7,38.1,0,0.3793,-0.0738,0.0001,21
Fri Jan 20 2023,GOOG230120C01740000,1057.2,0,1010.4,1022.7,0,0.3969,0.9146,0.0002,6,1740.00,GOOG230120P01740000,35,0,36.6,40.1,0,0.3771,-0.0775,0.0002,113
Fri Jan 20 2023,GOOG230120C01750000,903.17,0,1001.5,1013.8,0,0.3964,0.9124,0.0002,23,1750.00,GOOG230120P01750000,50.5,0,37.6,41.1,0,0.3761,-0.0794,0.0002,218
Fri Jan 20 2023,GOOG230120C01760000,1054.61,0,992.7,1004.9,0,0.3941,0.9108,0.0002,12,1760.00,GOOG230120P01760000,36.8,0,38.6,42.1,0,0.375,-0.0814,0.0002,25
Fri Jan 20 2023,GOOG230120C01780000,843.76,0,975,987.3,0,0.3915,0.9069,0.0002,11,1780.00,GOOG230120P01780000,0,0,40.7,44.3,0,0.3727,-0.0853,0.0002,23
Fri Jan 20 2023,GOOG230120C01800000,965,41.15,957.5,969.7,1,0.3873,0.9035,0.0002,102,1800.00,GOOG230120P01800000,56.23,0,42.8,46.6,0,0.3705,-0.0894,0.0002,76
Fri Jan 20 2023,GOOG230120C01820000,992,0,940,952.1,0,0.3848,0.8993,0.0002,27,1820.00,GOOG230120P01820000,45.7,0,45.1,48.9,0,0.3684,-0.0936,0.0002,51
Fri Jan 20 2023,GOOG230120C01840000,975,0,922.6,934.7,0,0.3821,0.8951,0.0002,16,1840.00,GOOG230120P01840000,71,0,47.4,51.3,0,0.3662,-0.098,0.0002,1064
Fri Jan 20 2023,GOOG230120C01850000,1024.88,0,914,926.1,0,0.383,0.8919,0.0002,22,1850.00,GOOG230120P01850000,58.58,0,48.6,52.5,0,0.3652,-0.1003,0.0002,45
Fri Jan 20 2023,GOOG230120C01860000,950.7,0,905.3,917.4,0,0.3794,0.8907,0.0002,8,1860.00,GOOG230120P01860000,47.7,0,49.8,53.8,0,0.3642,-0.1026,0.0002,116
Fri Jan 20 2023,GOOG230120C01880000,787,0,888.2,900.2,0,0.3769,0.8862,0.0002,22,1880.00,GOOG230120P01880000,69,0,52.3,56.4,0,0.3622,-0.1073,0.0002,236
Fri Jan 20 2023,GOOG230120C01900000,803,0,871.1,883,0,0.3765,0.8805,0.0002,61,1900.00,GOOG230120P01900000,65.02,0,54.9,59.1,0,0.3599,-0.112,0.0002,339
Fri Jan 20 2023,GOOG230120C01920000,946,0,854.1,866,0,0.374,0.8757,0.0002,21,1920.00,GOOG230120P01920000,77.9,0,57.6,62,0,0.3578,-0.117,0.0002,163
Fri Jan 20 2023,GOOG230120C01940000,1113.43,0,837.2,849.1,0,0.3715,0.8707,0.0002,110,1940.00,GOOG230120P01940000,48.58,0,60.5,64.9,0,0.3559,-0.1222,0.0002,21
Fri Jan 20 2023,GOOG230120C01950000,946.44,0,828.8,840.7,0,0.3703,0.8681,0.0002,12,1950.00,GOOG230120P01950000,76,0,62,66.4,0,0.3548,-0.1248,0.0002,117
Fri Jan 20 2023,GOOG230120C01960000,842.68,0,820.5,832.3,0,0.3691,0.8655,0.0002,13,1960.00,GOOG230120P01960000,68.1,-4.9,63.5,68,10,0.3539,-0.1275,0.0002,79
Fri Jan 20 2023,GOOG230120C01980000,710.6,0,803.8,815.6,0,0.3668,0.8602,0.0002,22,1980.00,GOOG230120P01980000,53.78,0,66.5,71.1,0,0.3518,-0.1329,0.0002,250
Fri Jan 20 2023,GOOG230120C02000000,698.75,0,787.3,799,0,0.3646,0.8546,0.0002,174,2000.00,GOOG230120P02000000,71.9,-8.8,70,74.4,4,0.3499,-0.1386,0.0002,229
Fri Jan 20 2023,GOOG230120C02050000,650.1,0,746.9,758.2,0,0.3589,0.8402,0.0003,62,2050.00,GOOG230120P02050000,80.8,-8.8,79,83.3,16,0.3451,-0.1535,0.0003,97
Fri Jan 20 2023,GOOG230120C02100000,700.06,22.41,707.1,718.2,13,0.3536,0.8247,0.0003,120,2100.00,GOOG230120P02100000,90.65,-8.65,88.5,93,12,0.3406,-0.1694,0.0003,2289
Fri Jan 20 2023,GOOG230120C02150000,684.08,45.18,668.1,679.5,23,0.3484,0.8082,0.0003,274,2150.00,GOOG230120P02150000,100.3,-10.5,99.5,103.6,10,0.3361,-0.1864,0.0003,1503
Fri Jan 20 2023,GOOG230120C02200000,638.3,36.65,630.1,641.4,4,0.3436,0.7906,0.0003,231,2200.00,GOOG230120P02200000,112,-11.8,109.4,115.1,9,0.3311,-0.2042,0.0003,235
Fri Jan 20 2023,GOOG230120C02250000,598.18,32.63,593.1,604.2,6,0.3389,0.7719,0.0003,187,2250.00,GOOG230120P02250000,153.5,0,121.7,127.7,0,0.3279,-0.2238,0.0004,266
Fri Jan 20 2023,GOOG230120C02300000,554.8,24.3,557.1,568.1,12,0.3344,0.7523,0.0004,295,2300.00,GOOG230120P02300000,193.4,0,135.1,141.4,0,0.3237,-0.2439,0.0004,2684
Fri Jan 20 2023,GOOG230120C02350000,517.42,20.77,522.3,533.1,4,0.3303,0.7316,0.0004,84,2350.00,GOOG230120P02350000,154.9,-11.95,149.7,156.2,1,0.3194,-0.2647,0.0004,2988
Fri Jan 20 2023,GOOG230120C02400000,500,36.15,488.6,499.2,2,0.3261,0.7101,0.0004,269,2400.00,GOOG230120P02400000,170.2,-13.4,165.5,172.2,2,0.3153,-0.2875,0.0004,1989
Fri Jan 20 2023,GOOG230120C02450000,459,26.5,456.1,466.5,1,0.3222,0.6877,0.0004,119,2450.00,GOOG230120P02450000,185,-17.3,182.5,189.6,1,0.3121,-0.3102,0.0004,196
Fri Jan 20 2023,GOOG230120C02500000,435.3,33.4,424.8,435,11,0.3184,0.6644,0.0004,442,2500.00,GOOG230120P02500000,201,-20.85,201,208.1,2,0.3088,-0.3341,0.0005,2052
Fri Jan 20 2023,GOOG230120C02550000,333.39,0,394.7,404.8,0,0.3148,0.6405,0.0005,79,2550.00,GOOG230120P02550000,224.7,-18,220.1,227.8,1,0.3055,-0.3588,0.0005,1321
Fri Jan 20 2023,GOOG230120C02600000,372.7,27.4,366,375.9,1,0.3114,0.6159,0.0005,405,2600.00,GOOG230120P02600000,293.82,0,240.9,248.9,0,0.3024,-0.3841,0.0005,2338
Fri Jan 20 2023,GOOG230120C02650000,334.7,15.65,338.5,348.2,39,0.3061,0.5907,0.0005,151,2650.00,GOOG230120P02650000,318.82,0,263.1,271.4,0,0.2995,-0.4098,0.0005,215
Fri Jan 20 2023,GOOG230120C02700000,318,23.85,312.5,320.5,140,0.3044,0.5652,0.0005,472,2700.00,GOOG230120P02700000,289.6,-24.3,286.7,295.3,1525,0.2968,-0.436,0.0005,1615
Fri Jan 20 2023,GOOG230120C02750000,296.4,25.85,287.8,293.3,4,0.3019,0.5395,0.0005,150,2750.00,GOOG230120P02750000,404.9,0,311.7,320.6,0,0.2947,-0.4623,0.0005,224
Fri Jan 20 2023,GOOG230120C02800000,272.6,23.75,264.5,273.5,3,0.2989,0.5135,0.0005,247,2800.00,GOOG230120P02800000,424.98,0,338.2,347.3,0,0.2919,-0.4889,0.0005,361
Fri Jan 20 2023,GOOG230120C02850000,251,23.55,242.5,251.3,1,0.2963,0.4875,0.0005,181,2850.00,GOOG230120P02850000,434.4,0,366,375.4,0,0.2897,-0.5153,0.0005,266
Fri Jan 20 2023,GOOG230120C02900000,230,22.05,221.8,230.2,6,0.2942,0.4619,0.0005,516,2900.00,GOOG230120P02900000,425,-2.7,395.3,405,1,0.2874,-0.5416,0.0005,564
Fri Jan 20 2023,GOOG230120C02950000,208.7,19.05,202.5,210.9,122,0.292,0.4363,0.0005,630,2950.00,GOOG230120P02950000,507.8,0,426,435.9,0,0.2861,-0.5672,0.0005,197
Fri Jan 20 2023,GOOG230120C03000000,188.15,15.45,184.6,192.7,35,0.2899,0.4112,0.0005,959,3000.00,GOOG230120P03000000,490,0,458,468.2,0,0.284,-0.5928,0.0005,799
Fri Jan 20 2023,GOOG230120C03050000,170,12.95,167.8,175.7,2,0.2877,0.3864,0.0005,94,3050.00,GOOG230120P03050000,498.4,-29.1,491.4,501.8,1,0.282,-0.6179,0.0005,29
Fri Jan 20 2023,GOOG230120C03100000,153.63,10.78,152.4,160,3,0.2862,0.3626,0.0005,982,3100.00,GOOG230120P03100000,545,-18.5,526.1,536.7,10,0.2806,-0.6421,0.0005,62
Fri Jan 20 2023,GOOG230120C03150000,124,0,138.1,145.5,0,0.2848,0.3395,0.0005,148,3150.00,GOOG230120P03150000,414.63,0,562,572.8,0,0.2793,-0.6654,0.0005,32
Fri Jan 20 2023,GOOG230120C03200000,129.86,12.91,124.9,132.1,4,0.2831,0.3169,0.0005,613,3200.00,GOOG230120P03200000,554.24,0,599.2,610.2,0,0.2781,-0.6878,0.0005,41
Fri Jan 20 2023,GOOG230120C03250000,78.6,0,112.9,119.8,0,0.282,0.2955,0.0005,51,3250.00,GOOG230120P03250000,766.7,0,637.5,648.7,0,0.2773,-0.7091,0.0005,36
Fri Jan 20 2023,GOOG230120C03300000,102.8,6.8,102.5,108.6,9,0.2806,0.2747,0.0005,148,3300.00,GOOG230120P03300000,643.8,0,676.9,688.3,0,0.277,-0.729,0.0005,40
Fri Jan 20 2023,GOOG230120C03350000,73.6,0,92,98.3,0,0.28,0.2556,0.0004,59,3350.00,GOOG230120P03350000,777.62,0,717.4,729,0,0.2765,-0.7482,0.0005,15
Fri Jan 20 2023,GOOG230120C03400000,82.95,5,82.9,89,1,0.2787,0.2366,0.0004,482,3400.00,GOOG230120P03400000,711.4,0,758.7,770.2,0,0.2766,-0.7656,0.0004,24
Fri Jan 20 2023,GOOG230120C03450000,60.1,0,74.7,80.5,0,0.2783,0.2195,0.0004,160,3450.00,GOOG230120P03450000,905,0,801.1,812.8,0,0.2767,-0.7822,0.0004,4
Fri Jan 20 2023,GOOG230120C03500000,72.2,8.7,67.3,72.9,2,0.2775,0.2028,0.0004,207,3500.00,GOOG230120P03500000,840,0,844.4,856.2,0,0.2768,-0.798,0.0004,12
Fri Jan 20 2023,GOOG230120C03550000,47.25,0,60.6,66,0,0.277,0.1874,0.0004,48,3550.00,GOOG230120P03550000,848.1,0,888.4,900.4,0,0.2778,-0.8117,0.0004,6
Fri Jan 20 2023,GOOG230120C03600000,56.17,4.42,54.7,59.8,15,0.2759,0.1722,0.0004,104,3600.00,GOOG230120P03600000,1098.6,0,933.2,945.3,0,0.2789,-0.8245,0.0004,26
Fri Jan 20 2023,GOOG230120C03700000,41.14,0,44.5,49.2,0,0.2762,0.1472,0.0003,82,3700.00,GOOG230120P03700000,993.34,0,1024.6,1036.9,0,0.2831,-0.8453,0.0003,12
Fri Jan 20 2023,GOOG230120C03800000,40.6,5.45,36.4,40.3,1,0.2765,0.1253,0.0003,189,3800.00,GOOG230120P03800000,1007.69,0,1118.1,1130.6,0,0.2888,-0.8619,0.0003,14
Fri Jan 20 2023,GOOG230120C03900000,33.5,4.55,29.9,33.8,1,0.277,0.1066,0.0003,152,3900.00,GOOG230120P03900000,982.16,0,1213.2,1225.9,0,0.2964,-0.8741,0.0003,41
Fri Jan 20 2023,GOOG230120C04000000,27.8,4.25,24.7,27.9,19,0.2782,0.091,0.0002,200,4000.00,GOOG230120P04000000,1064.2,0,1309.7,1322.5,0,0.3062,-0.8824,0.0003,55
Fri Jan 20 2023,GOOG230120C04100000,22,1.95,20.5,23.5,1,0.2797,0.078,0.0002,211,4100.00,GOOG230120P04100000,1503.72,0,1407.1,1420,0,0.3203,-0.8854,0.0002,88
